"business_id","Score","date","type"
1460,"100","20120130","routine"
1460,"98","20110705","routine"
1460,"76","20110114","routine"
1460,"90","20100712","routine"
1465,"90","20121016","routine"
1465,"96","20120227","routine"
1465,"96","20110217","routine"
1465,"94","20100917","routine"
1466,"100","20130308","routine"
1466,"100","20120503","routine"
1466,"100","20111012","routine"
1466,"98","20110405","routine"
1466,"98","20101027","routine"
1467,"88","20130116","routine"
1467,"77","20120904","routine"
1467,"85","20120209","routine"
1467,"88","20110729","routine"
1467,"94","20101214","routine"
1467,"66","20100526","routine"
1469,"96","20120521","routine"
1469,"89","20111006","routine"
1469,"94","20110302","routine"
1469,"91","20101116","routine"
1473,"81","20130326","routine"
1473,"86","20120412","routine"
1473,"90","20110920","routine"
1473,"86","20110308","routine"
1473,"81","20100902","routine"
1480,"88","20130404","routine"
1480,"92","20120328","routine"
1480,"96","20110802","routine"
1480,"96","20110215","routine"
1480,"94","20100527","routine"
1482,"93","20130215","routine"
1482,"100","20120614","routine"
1482,"90","20120124","routine"
1482,"93","20110614","routine"
1482,"87","20101112","routine"
1486,"92","20130322","routine"
1486,"100","20120921","routine"
1486,"100","20110829","routine"
1486,"96","20110211","routine"
1487,"100","20130122","routine"
1487,"94","20120503","routine"
1487,"100","20110929","routine"
1487,"96","20110225","routine"
1490,"83","20121213","routine"
1490,"96","20120201","routine"
1490,"89","20110624","routine"
1490,"90","20101102","routine"
1491,"80","20130423","routine"
1491,"87","20120522","routine"
1491,"80","20111101","routine"
1491,"88","20110406","routine"
1491,"55","20100723","routine"
1493,"85","20130103","routine"
1493,"94","20120625","routine"
1493,"90","20111118","routine"
1493,"96","20110223","routine"
1496,"96","20120927","routine"
1496,"96","20111221","routine"
1496,"87","20111219","routine"
1496,"100","20110808","routine"
1503,"85","20120907","routine"
1503,"90","20120112","routine"
1503,"94","20110512","routine"
1503,"90","20110203","routine"
1505,"96","20120928","routine"
1505,"96","20120229","routine"
1505,"92","20110825","routine"
1505,"96","20110119","routine"
1505,"96","20100625","routine"
1508,"88","20130131","routine"
1508,"94","20111115","routine"
1508,"85","20110317","routine"
1508,"91","20101122","routine"
1509,"82","20130108","routine"
1509,"92","20120229","routine"
1509,"94","20110216","routine"
1511,"94","20130502","routine"
1511,"100","20121016","routine"
1511,"98","20120424","routine"
1511,"100","20111025","routine"
1511,"98","20110510","routine"
1511,"96","20101101","routine"
1515,"96","20130405","routine"
1515,"96","20121015","routine"
1515,"96","20120920","routine"
1515,"96","20120413","routine"
1515,"100","20110831","routine"
1515,"96","20110408","routine"
1515,"100","20100825","routine"
1516,"94","20130405","routine"
1516,"96","20121015","routine"
1516,"88","20120920","routine"
1516,"98","20120413","routine"
1516,"90","20110831","routine"
1516,"89","20110408","routine"
1516,"98","20100825","routine"
1517,"92","20130405","routine"
1517,"96","20121015","routine"
1517,"100","20120920","routine"
1517,"85","20120413","routine"
1517,"98","20110831","routine"
1517,"98","20110408","routine"
1517,"100","20100825","routine"
1520,"100","20130205","routine"
1520,"100","20120628","routine"
1520,"100","20111122","routine"
1520,"98","20110524","routine"
1520,"100","20101122","routine"
1520,"100","20100521","routine"
1526,"92","20130314","routine"
1526,"88","20120321","routine"
1526,"82","20110902","routine"
1526,"87","20110301","routine"
1526,"81","20100817","routine"
1527,"92","20130301","routine"
1527,"86","20120124","routine"
1527,"86","20110315","routine"
1527,"90","20100609","routine"
1529,"100","20130422","routine"
1529,"100","20120921","routine"
1529,"96","20120419","routine"
1529,"100","20111117","routine"
1529,"100","20110531","routine"
1532,"85","20130114","routine"
1532,"87","20120525","routine"
1532,"92","20110916","routine"
1532,"96","20110225","routine"
1532,"92","20100603","routine"
1534,"92","20130118","routine"
1534,"81","20120327","routine"
1534,"90","20110825","routine"
1534,"81","20110202","routine"
1542,"90","20120914","routine"
1542,"94","20110927","routine"
1542,"86","20101019","routine"
1542,"74","20100520","routine"
1544,"100","20121018","routine"
1544,"100","20120417","routine"
1544,"100","20111013","routine"
1544,"100","20110419","routine"
1544,"100","20101209","routine"
1549,"96","20130226","routine"
1549,"96","20120327","routine"
1549,"94","20110829","routine"
1549,"88","20110207","routine"
1554,"92","20130412","routine"
1554,"90","20120905","routine"
1554,"67","20120327","routine"
1554,"85","20110920","routine"
1554,"77","20110531","routine"
1554,"96","20101015","routine"
1555,"100","20120723","routine"
1555,"100","20111004","routine"
1555,"100","20110308","routine"
1555,"100","20100610","routine"
1561,"78","20120608","routine"
1561,"73","20110422","routine"
1564,"94","20130314","routine"
1564,"100","20120515","routine"
1564,"100","20111109","routine"
1564,"100","20110503","routine"
1564,"100","20100701","routine"
1565,"88","20130227","routine"
1565,"96","20120307","routine"
1565,"80","20110819","routine"
1565,"92","20110217","routine"
1565,"92","20100802","routine"
1566,"86","20120418","routine"
1566,"87","20110811","routine"
1566,"85","20110112","routine"
1566,"69","20100709","routine"
1567,"74","20130424","routine"
1567,"74","20120910","routine"
1567,"75","20120229","routine"
1567,"79","20110907","routine"
1567,"84","20110321","routine"
1567,"70","20100910","routine"
1568,"92","20130308","routine"
1568,"96","20120222","routine"
1568,"92","20110727","routine"
1568,"94","20110127","routine"
1568,"88","20100730","routine"
1571,"94","20130327","routine"
1571,"92","20120606","routine"
1571,"88","20111028","routine"
1571,"92","20110228","routine"
1579,"92","20130125","routine"
1579,"88","20111115","routine"
1579,"90","20110314","routine"
1579,"86","20101122","routine"
1582,"100","20120320","routine"
1582,"98","20110901","routine"
1582,"94","20110110","routine"
1582,"96","20100624","routine"
1583,"83","20130123","routine"
1583,"88","20111115","routine"
1583,"84","20110325","routine"
1583,"82","20101122","routine"
1584,"68","20130424","routine"
1584,"88","20120402","routine"
1584,"85","20110913","routine"
1584,"79","20110309","routine"
1584,"70","20101019","routine"
1585,"90","20130115","routine"
1585,"86","20120702","routine"
1585,"96","20120118","routine"
1585,"85","20110718","routine"
1585,"86","20110307","routine"
1585,"88","20101207","routine"
1588,"68","20120822","routine"
1588,"74","20111028","routine"
1588,"80","20101216","routine"
1594,"80","20121011","routine"
1594,"81","20120223","routine"
1594,"72","20110705","routine"
1594,"77","20110113","routine"
1595,"77","20121029","routine"
1595,"78","20110525","routine"
1595,"78","20100527","routine"
1596,"92","20120907","routine"
1596,"79","20110901","routine"
1596,"69","20101220","routine"
1598,"96","20130226","routine"
1598,"98","20120719","routine"
1598,"98","20120119","routine"
1598,"98","20110715","routine"
1598,"96","20110106","routine"
1601,"88","20120924","routine"
1601,"81","20120620","routine"
1601,"92","20111130","routine"
1601,"96","20110428","routine"
1601,"84","20100907","routine"
1604,"83","20130124","routine"
1604,"73","20120717","routine"
1604,"71","20120124","routine"
1604,"66","20110914","routine"
1604,"87","20100707","routine"
1607,"94","20120619","routine"
1607,"96","20111110","routine"
1607,"92","20110520","routine"
1607,"92","20100803","routine"
1608,"94","20130109","routine"
1608,"100","20120522","routine"
1608,"96","20111031","routine"
1608,"94","20100903","routine"
1609,"81","20130408","routine"
1609,"88","20120822","routine"
1609,"73","20120117","routine"
1609,"71","20110725","routine"
1609,"66","20110119","routine"
1613,"100","20130212","routine"
1613,"79","20120928","routine"
1613,"96","20120131","routine"
1613,"93","20110803","routine"
1613,"94","20110210","routine"
1614,"100","20130412","routine"
1614,"96","20121002","routine"
1614,"100","20120403","routine"
1614,"100","20120214","routine"
1614,"100","20110825","routine"
1614,"100","20110204","routine"
1614,"100","20100715","routine"
1615,"100","20130115","routine"
1615,"100","20120508","routine"
1615,"100","20111012","routine"
1615,"100","20110405","routine"
1615,"100","20101018","routine"
1616,"89","20130409","routine"
1616,"96","20120502","routine"
1616,"94","20110901","routine"
1616,"96","20110217","routine"
1616,"94","20100622","routine"
1617,"78","20121226","routine"
1617,"90","20120305","routine"
1617,"86","20110414","routine"
1619,"94","20130114","routine"
1619,"100","20120808","routine"
1619,"100","20120221","routine"
1619,"94","20110921","routine"
1619,"94","20100819","routine"
1623,"100","20130129","routine"
1623,"93","20120524","routine"
1623,"96","20111121","routine"
1623,"86","20110504","routine"
1623,"98","20101101","routine"
1624,"87","20120725","routine"
1624,"88","20111122","routine"
1624,"85","20110328","routine"
1626,"100","20121106","routine"
1626,"91","20120514","routine"
1626,"94","20110902","routine"
1626,"96","20101215","routine"
1631,"88","20121031","routine"
1631,"90","20120103","routine"
1631,"81","20110711","routine"
1631,"85","20110120","routine"
1631,"92","20100623","routine"
1632,"100","20121213","routine"
1632,"98","20120523","routine"
1632,"100","20111201","routine"
1632,"98","20110602","routine"
1632,"100","20101019","routine"
1633,"96","20130416","routine"
1633,"98","20120815","routine"
1633,"100","20120208","routine"
1633,"92","20110812","routine"
1633,"80","20110331","routine"
1633,"98","20100806","routine"
1635,"79","20121211","routine"
1635,"74","20110525","routine"
1636,"98","20130404","routine"
1636,"93","20120301","routine"
1636,"94","20110608","routine"
1641,"96","20130115","routine"
1641,"85","20120627","routine"
1641,"90","20111115","routine"
1641,"94","20110504","routine"
1641,"84","20101115","routine"
1643,"84","20120711","routine"
1649,"98","20121116","routine"
1649,"96","20120430","routine"
1649,"100","20111028","routine"
1649,"100","20110428","routine"
1652,"100","20130319","routine"
1652,"100","20120831","routine"
1652,"100","20120223","routine"
1652,"100","20111020","routine"
1652,"100","20110603","routine"
1657,"98","20130329","routine"
1657,"94","20121120","routine"
1657,"100","20120504","routine"
1657,"81","20111115","routine"
1657,"83","20110506","routine"
1657,"85","20101117","routine"
1658,"88","20130326","routine"
1658,"83","20120731","routine"
1658,"90","20120216","routine"
1658,"79","20110711","routine"
1658,"79","20110120","routine"
1664,"98","20130227","routine"
1664,"96","20120824","routine"
1664,"100","20120224","routine"
1664,"100","20110722","routine"
1664,"100","20101220","routine"
1667,"81","20130501","routine"
1667,"72","20120924","routine"
1667,"77","20111207","routine"
1667,"76","20110707","routine"
1668,"91","20121030","routine"
1668,"100","20120307","routine"
1668,"96","20110804","routine"
1668,"96","20100921","routine"
1671,"96","20130501","routine"
1671,"83","20121004","routine"
1671,"100","20120123","routine"
1671,"89","20110721","routine"
1671,"86","20101118","routine"
1672,"87","20130315","routine"
1672,"92","20120518","routine"
1672,"98","20111027","routine"
1672,"92","20110510","routine"
1672,"100","20100928","routine"
1673,"100","20130307","routine"
1673,"91","20120606","routine"
1673,"93","20110916","routine"
1673,"100","20110128","routine"
1674,"86","20121001","routine"
1674,"89","20120124","routine"
1674,"90","20110721","routine"
1674,"88","20110118","routine"
1674,"86","20100809","routine"
1677,"98","20121217","routine"
1677,"73","20120525","routine"
1677,"92","20110523","routine"
1684,"90","20130108","routine"
1684,"76","20120620","routine"
1684,"73","20111026","routine"
1684,"86","20110406","routine"
1684,"77","20101201","routine"
1685,"94","20130130","routine"
1685,"87","20120808","routine"
1685,"94","20111207","routine"
1685,"75","20110519","routine"
1685,"89","20101102","routine"
1687,"67","20121108","routine"
1687,"84","20120217","routine"
1687,"80","20110613","routine"
1687,"75","20110118","routine"
1688,"62","20120307","routine"
1688,"81","20110511","routine"
1688,"67","20101004","routine"
1691,"83","20120905","routine"
1691,"96","20111115","routine"
1691,"98","20110315","routine"
1691,"98","20100824","routine"
1692,"91","20121217","routine"
1692,"100","20120403","routine"
1692,"94","20110928","routine"
1692,"98","20110321","routine"
1692,"94","20101210","routine"
1699,"96","20130320","routine"
1699,"100","20110721","routine"
1699,"100","20110302","routine"
1699,"100","20100914","routine"
1700,"76","20111207","routine"
1700,"57","20110614","routine"
1700,"66","20101101","routine"
1702,"73","20130417","routine"
1702,"78","20120228","routine"
1702,"74","20110503","routine"
1702,"81","20100804","routine"
1703,"94","20121025","routine"
1703,"92","20120409","routine"
1703,"92","20111004","routine"
1703,"98","20110617","routine"
1703,"98","20110223","routine"
1708,"90","20121117","routine"
1708,"100","20120307","routine"
1708,"94","20110715","routine"
1708,"85","20110707","routine"
1708,"96","20100903","routine"
1708,"90","20100622","routine"
1710,"94","20130110","routine"
1710,"98","20120327","routine"
1710,"79","20111025","routine"
1710,"87","20110330","routine"
1710,"83","20100729","routine"
1712,"96","20120724","routine"
1712,"94","20120329","routine"
1712,"91","20110503","routine"
1712,"96","20101123","routine"
1718,"73","20130424","routine"
1718,"73","20120904","routine"
1718,"71","20120103","routine"
1718,"58","20110601","routine"
1724,"90","20120515","routine"
1724,"94","20111115","routine"
1724,"84","20110519","routine"
1724,"63","20110118","routine"
1726,"100","20130327","routine"
1726,"100","20120608","routine"
1726,"98","20111129","routine"
1726,"96","20110526","routine"
1726,"100","20101013","routine"
1727,"89","20120615","routine"
1727,"89","20111020","routine"
1727,"83","20110217","routine"
1727,"81","20100827","routine"
1733,"96","20121212","routine"
1733,"96","20120503","routine"
1733,"94","20111028","routine"
1733,"96","20110414","routine"
1733,"88","20100831","routine"
1734,"96","20130430","routine"
1734,"96","20120910","routine"
1734,"94","20120206","routine"
1734,"96","20110615","routine"
1734,"92","20101210","routine"
1734,"91","20100824","routine"
1741,"85","20130122","routine"
1741,"80","20120524","routine"
1741,"86","20111128","routine"
1741,"81","20110524","routine"
1741,"90","20100728","routine"
1742,"100","20120926","routine"
1742,"100","20120312","routine"
1742,"100","20110811","routine"
1742,"100","20110216","routine"
1742,"96","20100615","routine"
1744,"98","20130123","routine"
1744,"86","20120510","routine"
1744,"81","20111005","routine"
1744,"96","20110316","routine"
1744,"88","20100901","routine"
1747,"93","20121204","routine"
1747,"98","20120425","routine"
1747,"92","20111021","routine"
1747,"85","20110401","routine"
1747,"86","20100921","routine"
1750,"61","20130416","routine"
1750,"85","20120410","routine"
1750,"88","20110912","routine"
1750,"77","20110316","routine"
1750,"81","20100727","routine"
1753,"87","20121017","routine"
1753,"90","20120206","routine"
1753,"88","20110810","routine"
1753,"78","20101221","routine"
1753,"74","20100805","routine"
1754,"82","20120607","routine"
1754,"74","20111213","routine"
1754,"82","20110518","routine"
1754,"70","20101210","routine"
1757,"90","20130125","routine"
1757,"85","20120723","routine"
1757,"92","20111208","routine"
1757,"94","20110727","routine"
1757,"74","20110204","routine"
1757,"70","20100913","routine"
1761,"100","20121113","routine"
1761,"100","20111212","routine"
1761,"92","20110427","routine"
1761,"94","20100930","routine"
1764,"98","20121220","routine"
1764,"92","20120301","routine"
1764,"96","20110914","routine"
1764,"94","20110202","routine"
1765,"100","20130114","routine"
1765,"96","20120607","routine"
1765,"100","20111130","routine"
1765,"96","20110601","routine"
1765,"96","20101026","routine"
1768,"84","20121227","routine"
1768,"87","20120525","routine"
1768,"94","20111108","routine"
1768,"85","20110510","routine"
1768,"88","20101216","routine"
1774,"93","20130205","routine"
1774,"87","20120523","routine"
1774,"70","20110923","routine"
1774,"66","20110106","routine"
1775,"70","20130107","routine"
1775,"76","20120523","routine"
1775,"85","20111110","routine"
1775,"84","20110616","routine"
1775,"88","20110120","routine"
1775,"88","20100804","routine"
1777,"87","20130220","routine"
1777,"91","20120711","routine"
1777,"94","20120131","routine"
1777,"94","20110712","routine"
1777,"88","20110124","routine"
1777,"94","20100719","routine"
1778,"86","20130502","routine"
1778,"94","20120725","routine"
1778,"91","20120110","routine"
1778,"96","20110627","routine"
1778,"94","20100928","routine"
1784,"92","20120620","routine"
1784,"92","20111102","routine"
1784,"94","20110314","routine"
1784,"80","20101025","routine"
1785,"92","20130410","routine"
1785,"90","20120814","routine"
1785,"92","20120118","routine"
1785,"90","20110601","routine"
1785,"94","20101029","routine"
1788,"83","20120613","routine"
1788,"80","20110725","routine"
1791,"90","20121022","routine"
1791,"94","20120209","routine"
1791,"96","20110506","routine"
1791,"100","20101025","routine"
1792,"96","20130131","routine"
1792,"83","20120529","routine"
1792,"98","20111103","routine"
1792,"93","20110425","routine"
1792,"90","20101012","routine"
1796,"87","20130415","routine"
1796,"100","20120822","routine"
1796,"71","20120305","routine"
1796,"82","20111116","routine"
1796,"81","20110526","routine"
1796,"84","20100823","routine"
1797,"73","20130102","routine"
1797,"86","20120202","routine"
1797,"90","20110624","routine"
1797,"87","20101118","routine"
1798,"100","20120525","routine"
1798,"100","20111215","routine"
1798,"96","20100816","routine"
1800,"83","20121009","routine"
1800,"80","20120126","routine"
1800,"81","20110523","routine"
1800,"86","20100817","routine"
1810,"92","20130304","routine"
1810,"100","20120531","routine"
1810,"100","20110509","routine"
1810,"100","20100901","routine"
1811,"91","20120914","routine"
1811,"100","20120202","routine"
1811,"91","20110621","routine"
1811,"100","20101216","routine"
1813,"96","20121126","routine"
1813,"94","20120312","routine"
1813,"94","20110805","routine"
1813,"96","20110103","routine"
1814,"100","20130509","routine"
1814,"87","20120921","routine"
1814,"92","20120130","routine"
1814,"92","20120109","routine"
1814,"92","20111222","routine"
1814,"88","20110725","routine"
1814,"92","20110119","routine"
1815,"96","20130509","routine"
1815,"92","20120921","routine"
1815,"100","20120130","routine"
1815,"100","20111221","routine"
1815,"96","20110725","routine"
1815,"100","20110119","routine"
1822,"91","20130315","routine"
1822,"96","20120601","routine"
1822,"92","20111209","routine"
1822,"86","20110304","routine"
1823,"87","20121205","routine"
1823,"96","20111209","routine"
1823,"96","20110603","routine"
1823,"96","20110120","routine"
1824,"100","20130412","routine"
1824,"87","20121109","routine"
1824,"94","20120319","routine"
1824,"94","20110822","routine"
1824,"82","20110311","routine"
1824,"82","20101216","routine"
1825,"100","20120621","routine"
1825,"93","20110608","routine"
1825,"100","20100629","routine"
1829,"92","20121023","routine"
1829,"98","20120306","routine"
1829,"73","20110817","routine"
1829,"92","20110216","routine"
1829,"76","20100916","routine"
1830,"88","20130219","routine"
1830,"88","20120509","routine"
1830,"76","20111122","routine"
1830,"92","20110509","routine"
1830,"86","20101005","routine"
1831,"83","20130219","routine"
1831,"96","20120403","routine"
1831,"91","20110928","routine"
1831,"94","20110428","routine"
1831,"92","20101214","routine"
1832,"100","20121105","routine"
1832,"100","20120425","routine"
1832,"100","20110907","routine"
1832,"100","20110201","routine"
1833,"65","20130109","routine"
1833,"86","20120302","routine"
1833,"83","20111110","routine"
1833,"84","20110504","routine"
1833,"83","20100915","routine"
1836,"89","20130124","routine"
1836,"86","20120402","routine"
1836,"96","20111116","routine"
1836,"94","20110504","routine"
1836,"94","20101021","routine"
1837,"96","20121217","routine"
1837,"92","20120403","routine"
1837,"94","20110928","routine"
1837,"96","20110321","routine"
1837,"90","20101210","routine"
1838,"96","20130313","routine"
1838,"96","20120523","routine"
1838,"98","20111013","routine"
1838,"94","20110207","routine"
1838,"98","20100709","routine"
1843,"76","20130117","routine"
1843,"68","20120321","routine"
1843,"67","20110920","routine"
1843,"71","20110223","routine"
1843,"71","20101112","routine"
1844,"98","20130228","routine"
1844,"92","20120731","routine"
1844,"96","20111103","routine"
1844,"92","20110315","routine"
1850,"85","20130131","routine"
1850,"90","20120518","routine"
1850,"82","20111101","routine"
1850,"83","20110228","routine"
1852,"92","20120619","routine"
1852,"94","20111128","routine"
1852,"89","20110509","routine"
1852,"85","20101202","routine"
1854,"98","20130319","routine"
1854,"96","20120719","routine"
1854,"98","20110914","routine"
1854,"96","20110315","routine"
1854,"100","20100930","routine"
1856,"100","20121016","routine"
1856,"100","20111101","routine"
1856,"98","20110516","routine"
1856,"100","20101029","routine"
1865,"96","20121228","routine"
1865,"96","20120210","routine"
1865,"98","20110719","routine"
1865,"89","20110103","routine"
1865,"94","20100706","routine"
1866,"100","20130307","routine"
1866,"100","20120601","routine"
1866,"100","20111101","routine"
1866,"100","20110523","routine"
1866,"100","20101115","routine"
1867,"100","20130314","routine"
1867,"100","20120524","routine"
1867,"100","20111121","routine"
1867,"100","20110504","routine"
1867,"100","20101101","routine"
1869,"85","20130111","routine"
1869,"96","20111212","routine"
1869,"87","20110511","routine"
1869,"92","20101129","routine"
1870,"96","20121114","routine"
1870,"94","20120403","routine"
1870,"92","20110928","routine"
1870,"92","20110428","routine"
1870,"96","20101210","routine"
1873,"88","20130321","routine"
1873,"90","20120425","routine"
1873,"94","20110919","routine"
1873,"89","20110125","routine"
1873,"100","20100709","routine"
1880,"94","20120320","routine"
1880,"88","20110524","routine"
1882,"92","20130423","routine"
1882,"96","20121115","routine"
1882,"98","20120430","routine"
1882,"90","20111014","routine"
1882,"98","20110418","routine"
1882,"88","20101001","routine"
1884,"100","20121226","routine"
1884,"100","20120615","routine"
1884,"98","20111213","routine"
1884,"96","20110603","routine"
1884,"96","20101202","routine"
1884,"100","20100520","routine"
1890,"94","20130326","routine"
1890,"90","20121011","routine"
1890,"94","20120125","routine"
1890,"96","20110809","routine"
1890,"94","20110324","routine"
1890,"92","20101015","routine"
1892,"92","20121130","routine"
1892,"100","20120319","routine"
1892,"94","20110602","routine"
1892,"94","20100816","routine"
1894,"92","20130307","routine"
1894,"89","20121129","routine"
1894,"96","20120223","routine"
1894,"92","20110610","routine"
1894,"94","20100913","routine"
1896,"96","20130107","routine"
1896,"98","20120619","routine"
1896,"94","20120109","routine"
1896,"96","20110411","routine"
1896,"86","20101103","routine"
1898,"94","20130326","routine"
1898,"98","20120905","routine"
1898,"96","20120214","routine"
1898,"96","20110127","routine"
1898,"96","20100617","routine"
1899,"100","20130322","routine"
1899,"100","20120827","routine"
1899,"100","20120124","routine"
1899,"100","20110104","routine"
1899,"98","20100603","routine"
1900,"88","20130123","routine"
1900,"96","20120529","routine"
1900,"87","20110302","routine"
1900,"94","20100810","routine"
1903,"94","20121213","routine"
1903,"100","20110811","routine"
1903,"100","20101215","routine"
1905,"94","20120907","routine"
1905,"98","20120112","routine"
1905,"96","20101130","routine"
1905,"96","20100520","routine"
1906,"87","20121120","routine"
1906,"92","20120328","routine"
1906,"90","20110504","routine"
1906,"96","20100826","routine"
1909,"96","20121012","routine"
1909,"96","20120217","routine"
1909,"100","20110805","routine"
1909,"96","20101013","routine"
1912,"83","20130506","routine"
1912,"90","20121029","routine"
1912,"83","20120412","routine"
1912,"90","20111013","routine"
1912,"90","20110602","routine"
1912,"86","20101213","routine"
1912,"90","20100525","routine"
1915,"90","20130328","routine"
1915,"94","20120907","routine"
1915,"100","20120203","routine"
1915,"96","20110627","routine"
1915,"96","20101207","routine"
1916,"100","20130330","routine"
1916,"96","20120210","routine"
1916,"100","20101201","routine"
1921,"92","20120822","routine"
1921,"83","20120213","routine"
1921,"86","20110722","routine"
1921,"83","20110224","routine"
1922,"90","20121211","routine"
1922,"96","20120306","routine"
1922,"94","20110518","routine"
1922,"88","20101110","routine"
1922,"92","20100616","routine"
1924,"94","20130507","routine"
1924,"92","20120214","routine"
1924,"94","20110428","routine"
1926,"92","20130322","routine"
1926,"100","20120816","routine"
1926,"94","20120105","routine"
1926,"100","20110805","routine"
1926,"100","20110106","routine"
1926,"96","20100820","routine"
1926,"96","20100616","routine"
1927,"100","20130108","routine"
1927,"100","20120118","routine"
1927,"100","20110722","routine"
1927,"96","20110228","routine"
1927,"100","20100910","routine"
1928,"96","20130328","routine"
1928,"94","20120228","routine"
1928,"94","20110525","routine"
1928,"100","20100622","routine"
1930,"89","20130319","routine"
1930,"88","20120725","routine"
1930,"91","20120118","routine"
1930,"92","20110718","routine"
1930,"87","20110301","routine"
1930,"74","20101012","routine"
1931,"76","20121001","routine"
1931,"86","20110725","routine"
1931,"88","20100721","routine"
1932,"90","20120529","routine"
1932,"94","20101214","routine"
1935,"92","20130129","routine"
1935,"94","20120711","routine"
1935,"96","20111209","routine"
1935,"94","20110614","routine"
1935,"88","20101108","routine"
1936,"98","20130213","routine"
1936,"84","20120808","routine"
1936,"92","20120213","routine"
1936,"94","20110815","routine"
1936,"88","20110113","routine"
1938,"74","20120904","routine"
1938,"74","20110426","routine"
1939,"92","20121220","routine"
1939,"100","20120411","routine"
1939,"96","20110926","routine"
1939,"98","20110523","routine"
1939,"100","20101119","routine"
1942,"72","20121127","routine"
1942,"92","20120524","routine"
1942,"88","20111007","routine"
1942,"87","20110401","routine"
1947,"85","20120905","routine"
1947,"88","20110525","routine"
1947,"85","20100914","routine"
1948,"94","20130322","routine"
1948,"98","20120827","routine"
1948,"100","20120313","routine"
1948,"96","20110523","routine"
1948,"100","20100901","routine"
1949,"90","20121102","routine"
1949,"79","20110801","routine"
1949,"98","20100726","routine"
1950,"56","20120717","routine"
1950,"76","20111027","routine"
1950,"77","20110207","routine"
1952,"85","20130123","routine"
1952,"88","20120604","routine"
1952,"90","20111214","routine"
1952,"76","20110627","routine"
1952,"73","20110118","routine"
1952,"80","20100519","routine"
1953,"94","20120531","routine"
1953,"94","20111209","routine"
1953,"98","20110607","routine"
1953,"98","20101115","routine"
1954,"88","20130220","routine"
1954,"92","20120725","routine"
1954,"82","20120125","routine"
1954,"92","20110811","routine"
1954,"83","20110310","routine"
1954,"69","20101025","routine"
1957,"94","20130207","routine"
1957,"92","20111129","routine"
1957,"90","20110216","routine"
1958,"92","20130320","routine"
1958,"85","20111129","routine"
1958,"92","20110426","routine"
1959,"81","20130410","routine"
1959,"88","20120321","routine"
1959,"74","20110818","routine"
1959,"94","20101015","routine"
1960,"79","20130326","routine"
1960,"71","20110211","routine"
1960,"87","20101109","routine"
1963,"86","20120829","routine"
1963,"80","20111027","routine"
1963,"90","20110425","routine"
1963,"94","20100930","routine"
1964,"92","20130306","routine"
1964,"92","20121116","routine"
1964,"98","20120327","routine"
1964,"100","20110503","routine"
1964,"92","20100907","routine"
1966,"92","20121004","routine"
1966,"92","20120625","routine"
1966,"90","20120224","routine"
1966,"89","20101110","routine"
1968,"92","20120607","routine"
1968,"96","20110512","routine"
1968,"94","20101202","routine"
1968,"98","20100528","routine"
1970,"94","20121126","routine"
1970,"96","20120509","routine"
1970,"94","20111110","routine"
1970,"90","20110405","routine"
1970,"90","20101214","routine"
1970,"100","20100524","routine"
1972,"90","20130219","routine"
1972,"85","20110811","routine"
1972,"88","20100623","routine"
1973,"90","20130114","routine"
1973,"94","20120312","routine"
1973,"85","20110728","routine"
1973,"88","20110112","routine"
1973,"88","20100528","routine"
1977,"90","20130214","routine"
1977,"94","20120201","routine"
1977,"94","20110727","routine"
1977,"87","20110627","routine"
1977,"94","20100826","routine"
1978,"81","20130107","routine"
1978,"84","20120522","routine"
1978,"82","20110411","routine"
1978,"90","20101108","routine"
1978,"76","20100614","routine"
1983,"100","20121026","routine"
1983,"100","20120305","routine"
1983,"100","20110510","routine"
1983,"100","20100901","routine"
1989,"100","20120322","routine"
1989,"96","20110530","routine"
1989,"98","20100922","routine"
1991,"91","20110513","routine"
1991,"83","20101210","routine"
1991,"78","20100812","routine"
1992,"94","20121016","routine"
1992,"71","20120209","routine"
1992,"72","20111026","routine"
1992,"86","20110504","routine"
1992,"96","20101013","routine"
1994,"96","20130205","routine"
1994,"89","20120530","routine"
1994,"87","20111103","routine"
1994,"91","20110504","routine"
1994,"87","20100928","routine"
1999,"70","20120814","routine"
1999,"75","20120328","routine"
1999,"81","20110922","routine"
1999,"85","20110607","routine"
1999,"89","20101222","routine"
2001,"77","20121105","routine"
2001,"77","20111017","routine"
2002,"100","20130423","routine"
2002,"100","20121023","routine"
2002,"100","20120430","routine"
2002,"100","20111006","routine"
2002,"98","20110406","routine"
2002,"98","20101006","routine"
2003,"96","20121106","routine"
2003,"98","20120430","routine"
2003,"98","20111006","routine"
2003,"90","20110406","routine"
2003,"98","20101001","routine"
2004,"89","20130206","routine"
2004,"77","20120802","routine"
2004,"94","20111221","routine"
2004,"86","20110602","routine"
2004,"71","20100903","routine"
2007,"90","20121115","routine"
2007,"86","20120209","routine"
2007,"92","20110711","routine"
2007,"96","20110105","routine"
2008,"84","20130328","routine"
2008,"86","20120323","routine"
2008,"87","20110823","routine"
2008,"88","20110201","routine"
2008,"86","20100805","routine"
2012,"92","20121119","routine"
2012,"91","20120508","routine"
2012,"89","20111114","routine"
2012,"92","20110705","routine"
2012,"93","20110125","routine"
2012,"100","20100602","routine"
2016,"91","20130321","routine"
2016,"87","20120913","routine"
2016,"91","20120320","routine"
2016,"92","20110923","routine"
2016,"92","20110426","routine"
